property_id,source_name,sentiment_score,sentiment_label,zero_shot_fraud_score,linguistic_score,fraud_score,risk_level,fraud_flags,tabular_model_version,mistral_explanation
tunisieannonce_045bde8a30f5,tunisieannonce,0.0,positive,0.3438,0.0,12.03,normal,[],xlm_roberta_mdeberta_v1,
tunisieannonce_0468be769d64,tunisieannonce,0.0,positive,0.3655,0.25,19.04,normal,['external_contact'],xlm_roberta_mdeberta_v1,
tunisieannonce_04693ec5cfbd,tunisieannonce,0.3149,negative,0.3532,0.45,36.21,suspect,"['external_contact', 'no_images_suspicious']",xlm_roberta_mdeberta_v1,
tunisieannonce_0464164d707f,tunisieannonce,0.0,positive,0.3156,0.0,11.05,normal,[],xlm_roberta_mdeberta_v1,
tunisieannonce_0430a4509366,tunisieannonce,0.5531,negative,0.304,0.25,39.01,suspect,['external_contact'],xlm_roberta_mdeberta_v1,
tunisieannonce_049bf41cd95f,tunisieannonce,0.0,positive,0.3557,0.0,12.45,normal,[],xlm_roberta_mdeberta_v1,
tunisieannonce_06847063124b,tunisieannonce,0.0,positive,0.3536,0.0,12.38,normal,[],xlm_roberta_mdeberta_v1,
tunisieannonce_05abb1207076,tunisieannonce,0.3618,negative,0.3298,0.0,26.02,suspect,[],xlm_roberta_mdeberta_v1,
tunisieannonce_05c72801126e,tunisieannonce,0.0,positive,0.3531,0.2,17.36,normal,['no_images_suspicious'],xlm_roberta_mdeberta_v1,
tunisieannonce_053c84536e7c,tunisieannonce,0.0,positive,0.371,0.2,17.98,normal,['no_images_suspicious'],xlm_roberta_mdeberta_v1,
tunisieannonce_0551a4c56a15,tunisieannonce,0.3215,negative,0.3261,0.0,24.27,suspect,[],xlm_roberta_mdeberta_v1,
tunisieannonce_053de6813d3b,tunisieannonce,0.0,positive,0.3143,0.0,11.0,normal,[],xlm_roberta_mdeberta_v1,
tunisieannonce_05f3c0431ce2,tunisieannonce,0.0,positive,0.2971,0.3,17.9,normal,['urgency_detected'],xlm_roberta_mdeberta_v1,
tunisieannonce_05590d78d04b,tunisieannonce,0.0834,neutral,0.358,0.55,29.62,suspect,"['urgency_detected', 'external_contact']",xlm_roberta_mdeberta_v1,
tunisieannonce_061503a8a58b,tunisieannonce,0.0,positive,0.3551,0.2,17.43,normal,['no_images_suspicious'],xlm_roberta_mdeberta_v1,
tunisieannonce_0727e65110e8,tunisieannonce,0.0,positive,0.3478,0.2,17.17,normal,['no_images_suspicious'],xlm_roberta_mdeberta_v1,
tunisieannonce_072385f98195,tunisieannonce,0.4259,negative,0.3904,0.0,30.7,suspect,[],xlm_roberta_mdeberta_v1,
tunisieannonce_075fed7f87a6,tunisieannonce,0.2517,negative,0.475,0.55,40.44,suspect,"['urgency_detected', 'external_contact']",xlm_roberta_mdeberta_v1,
tunisieannonce_06afe10695cb,tunisieannonce,0.0709,neutral,0.3337,0.2,19.52,normal,['no_images_suspicious'],xlm_roberta_mdeberta_v1,
tunisieannonce_0720e717e71d,tunisieannonce,0.0,positive,0.3586,0.75,31.3,suspect,"['urgency_detected', 'external_contact', 'no_images_suspicious']",xlm_roberta_mdeberta_v1,
tunisieannonce_073b0c8b8dc5,tunisieannonce,0.0,positive,0.318,0.0,11.13,normal,[],xlm_roberta_mdeberta_v1,
tunisieannonce_088e727d9b40,tunisieannonce,0.0,positive,0.2998,0.2,15.49,normal,['no_images_suspicious'],xlm_roberta_mdeberta_v1,
tunisieannonce_085b1b09cab7,tunisieannonce,0.0,positive,0.3569,0.25,18.74,normal,['external_contact'],xlm_roberta_mdeberta_v1,
tunisieannonce_077490ff5aa3,tunisieannonce,0.0735,neutral,0.3179,0.2,19.07,normal,['no_images_suspicious'],xlm_roberta_mdeberta_v1,
tunisieannonce_076d584afc2e,tunisieannonce,0.0,positive,0.2714,0.0,9.5,normal,[],xlm_roberta_mdeberta_v1,
tunisieannonce_07e5d0bd45ff,tunisieannonce,0.0886,neutral,0.3343,0.2,20.24,normal,['no_images_suspicious'],xlm_roberta_mdeberta_v1,
tunisieannonce_0935bc5caeae,tunisieannonce,0.0,positive,0.3309,0.3,19.08,normal,['urgency_detected'],xlm_roberta_mdeberta_v1,
tunisieannonce_0914a8decb29,tunisieannonce,0.0,positive,0.3156,0.3,18.55,normal,['urgency_detected'],xlm_roberta_mdeberta_v1,
tunisieannonce_094a54878c8b,tunisieannonce,0.0,positive,0.3215,0.0,11.25,normal,[],xlm_roberta_mdeberta_v1,
tunisieannonce_08c69987e354,tunisieannonce,0.0,positive,0.3836,0.25,19.68,normal,['external_contact'],xlm_roberta_mdeberta_v1,
tunisieannonce_08a41cd2fa7c,tunisieannonce,0.0,positive,0.3636,0.25,18.98,normal,['external_contact'],xlm_roberta_mdeberta_v1,
tunisieannonce_08e78c2214de,tunisieannonce,0.4981,negative,0.3117,0.25,37.08,suspect,['external_contact'],xlm_roberta_mdeberta_v1,
tunisieannonce_08fa04fdd058,tunisieannonce,0.0,positive,0.3271,0.3,18.95,normal,['urgency_detected'],xlm_roberta_mdeberta_v1,
tunisieannonce_09628e12a6c0,tunisieannonce,0.0,positive,0.3276,0.2,16.47,normal,['no_images_suspicious'],xlm_roberta_mdeberta_v1,
tunisieannonce_094c6596b3bd,tunisieannonce,0.0,positive,0.3483,0.2,17.19,normal,['no_images_suspicious'],xlm_roberta_mdeberta_v1,
tunisieannonce_099577accd09,tunisieannonce,0.0,positive,0.4264,0.45,26.17,suspect,"['external_contact', 'no_images_suspicious']",xlm_roberta_mdeberta_v1,
tunisieannonce_09ac64171363,tunisieannonce,0.0,positive,0.325,0.0,11.37,normal,[],xlm_roberta_mdeberta_v1,
tunisieannonce_09a96ed88562,tunisieannonce,0.0,positive,0.3746,0.0,13.11,normal,[],xlm_roberta_mdeberta_v1,
tunisieannonce_09848afcdda0,tunisieannonce,0.0,positive,0.3529,0.2,17.35,normal,['no_images_suspicious'],xlm_roberta_mdeberta_v1,
tunisieannonce_0bd0d4593dbf,tunisieannonce,0.2385,negative,0.3034,0.45,31.41,suspect,"['vague_description', 'no_images_suspicious']",xlm_roberta_mdeberta_v1,
tunisieannonce_0a38957d113e,tunisieannonce,0.0,positive,0.3381,0.55,25.58,suspect,"['urgency_detected', 'external_contact']",xlm_roberta_mdeberta_v1,
tunisieannonce_0acde6a2ca42,tunisieannonce,0.0,positive,0.311,0.55,24.64,suspect,"['urgency_detected', 'external_contact']",xlm_roberta_mdeberta_v1,
tunisieannonce_0ac6c48c3159,tunisieannonce,0.0,positive,0.4204,0.0,14.71,normal,[],xlm_roberta_mdeberta_v1,
tunisieannonce_0a57727d2877,tunisieannonce,0.0,positive,0.3212,0.0,11.24,normal,[],xlm_roberta_mdeberta_v1,
tunisieannonce_0b29a922f73c,tunisieannonce,0.0,positive,0.3752,0.45,24.38,suspect,"['external_contact', 'no_images_suspicious']",xlm_roberta_mdeberta_v1,
tunisieannonce_0a75553baa42,tunisieannonce,0.0,positive,0.3749,0.25,19.37,normal,['external_contact'],xlm_roberta_mdeberta_v1,
tunisieannonce_0aa186455012,tunisieannonce,0.0,positive,0.3634,0.0,12.72,normal,[],xlm_roberta_mdeberta_v1,
tunisieannonce_0a939fa08934,tunisieannonce,0.3341,negative,0.3277,0.75,43.58,suspect,"['urgency_detected', 'external_contact', 'no_images_suspicious']",xlm_roberta_mdeberta_v1,
tunisieannonce_0ae8847b67f5,tunisieannonce,0.0,positive,0.3688,0.55,26.66,suspect,"['urgency_detected', 'external_contact']",xlm_roberta_mdeberta_v1,
tunisieannonce_0b3c2fe64281,tunisieannonce,0.0,positive,0.3415,0.0,11.95,normal,[],xlm_roberta_mdeberta_v1,
tunisieannonce_0ae246cd60e4,tunisieannonce,0.0,positive,0.3276,0.25,17.72,normal,['external_contact'],xlm_roberta_mdeberta_v1,
tunisieannonce_0aec81343423,tunisieannonce,0.3165,negative,0.3401,0.2,29.56,suspect,['no_images_suspicious'],xlm_roberta_mdeberta_v1,
tunisieannonce_10e04a58eaa3,tunisieannonce,0.0,positive,0.3677,0.2,17.87,normal,['no_images_suspicious'],xlm_roberta_mdeberta_v1,
tunisieannonce_0b901f8d21f3,tunisieannonce,0.0,positive,0.3263,0.3,18.92,normal,['urgency_detected'],xlm_roberta_mdeberta_v1,
tunisieannonce_0b97934ec6c4,tunisieannonce,0.0,positive,0.4039,0.0,14.14,normal,[],xlm_roberta_mdeberta_v1,
tunisieannonce_0bbb5b8bee3a,tunisieannonce,0.0,positive,0.3505,0.0,12.27,normal,[],xlm_roberta_mdeberta_v1,
tunisieannonce_0bc260983e98,tunisieannonce,0.0,positive,0.3572,0.3,20.0,normal,['urgency_detected'],xlm_roberta_mdeberta_v1,
tunisieannonce_0be4bb434987,tunisieannonce,0.0,positive,0.3943,0.3,21.3,suspect,['urgency_detected'],xlm_roberta_mdeberta_v1,
tunisieannonce_637358fa89a7,tunisieannonce,0.0,positive,0.3248,0.2,16.37,normal,['no_images_suspicious'],xlm_roberta_mdeberta_v1,
tunisieannonce_0ba75e2afce2,tunisieannonce,0.0,positive,0.318,0.0,11.13,normal,[],xlm_roberta_mdeberta_v1,
tunisieannonce_0c3e1beb1853,tunisieannonce,0.0735,neutral,0.3407,0.0,14.86,normal,[],xlm_roberta_mdeberta_v1,
tunisieannonce_0c9aeddd5593,tunisieannonce,0.0,positive,0.3316,0.0,11.61,normal,[],xlm_roberta_mdeberta_v1,
tunisieannonce_0ce10763a4f8,tunisieannonce,0.0,positive,0.3344,0.55,25.45,suspect,"['urgency_detected', 'external_contact']",xlm_roberta_mdeberta_v1,
tunisieannonce_0c4ddb8a49d7,tunisieannonce,0.0,positive,0.3948,0.2,18.82,normal,['no_images_suspicious'],xlm_roberta_mdeberta_v1,
tunisieannonce_0d2a534e8c8f,tunisieannonce,0.3434,negative,0.3547,0.0,26.15,suspect,[],xlm_roberta_mdeberta_v1,
tunisieannonce_0d109c555e9d,tunisieannonce,0.0,positive,0.3906,0.55,27.42,suspect,"['urgency_detected', 'external_contact']",xlm_roberta_mdeberta_v1,
tunisieannonce_0c7abdcdf32c,tunisieannonce,0.0,positive,0.2812,0.0,9.84,normal,[],xlm_roberta_mdeberta_v1,
tunisieannonce_0c3d2ae1d817,tunisieannonce,0.0,positive,0.367,0.0,12.84,normal,[],xlm_roberta_mdeberta_v1,
tunisieannonce_0cb5f0564ed4,tunisieannonce,0.0,positive,0.327,0.55,25.2,suspect,"['urgency_detected', 'external_contact']",xlm_roberta_mdeberta_v1,
tunisieannonce_0dbc92d27a1e,tunisieannonce,0.0,positive,0.3396,0.0,11.89,normal,[],xlm_roberta_mdeberta_v1,
tunisieannonce_0d9eb160d7ca,tunisieannonce,0.0,positive,0.3705,0.3,20.47,normal,['urgency_detected'],xlm_roberta_mdeberta_v1,
tunisieannonce_0d34a1ef0e60,tunisieannonce,0.0,positive,0.2904,0.0,10.16,normal,[],xlm_roberta_mdeberta_v1,
tunisieannonce_0d3023a540db,tunisieannonce,0.0,positive,0.3327,0.45,22.89,suspect,"['external_contact', 'no_images_suspicious']",xlm_roberta_mdeberta_v1,
tunisieannonce_0d242aa4306f,tunisieannonce,0.0,positive,0.3394,0.2,16.88,normal,['no_images_suspicious'],xlm_roberta_mdeberta_v1,
tunisieannonce_0de6d4dfd3fe,tunisieannonce,0.0,positive,0.352,0.2,17.32,normal,['no_images_suspicious'],xlm_roberta_mdeberta_v1,
tunisieannonce_0dd925d98dfa,tunisieannonce,0.0,positive,0.3495,0.75,30.98,suspect,"['urgency_detected', 'external_contact', 'no_images_suspicious']",xlm_roberta_mdeberta_v1,
tunisieannonce_0e4481dad55d,tunisieannonce,0.0,positive,0.3292,0.0,11.52,normal,[],xlm_roberta_mdeberta_v1,
tunisieannonce_0de93a11a9d4,tunisieannonce,0.0,positive,0.3252,0.45,22.63,suspect,"['external_contact', 'no_images_suspicious']",xlm_roberta_mdeberta_v1,
tunisieannonce_0e87dba4f25d,tunisieannonce,0.4747,negative,0.2881,0.5,41.57,suspect,"['urgency_detected', 'no_images_suspicious']",xlm_roberta_mdeberta_v1,
tunisieannonce_0e4757926032,tunisieannonce,0.0,positive,0.3628,0.5,25.2,suspect,"['urgency_detected', 'no_images_suspicious']",xlm_roberta_mdeberta_v1,
tunisieannonce_0eaa52929d43,tunisieannonce,0.3299,negative,0.4474,0.55,42.61,suspect,"['urgency_detected', 'external_contact']",xlm_roberta_mdeberta_v1,
tunisieannonce_0e022635418c,tunisieannonce,0.0,positive,0.3984,0.45,25.19,suspect,"['external_contact', 'no_images_suspicious']",xlm_roberta_mdeberta_v1,
tunisieannonce_0df52d78b889,tunisieannonce,0.0,positive,0.3192,0.0,11.17,normal,[],xlm_roberta_mdeberta_v1,
tunisieannonce_0df019faa686,tunisieannonce,0.0866,neutral,0.3543,0.2,20.86,normal,['no_images_suspicious'],xlm_roberta_mdeberta_v1,
tunisieannonce_0ee16d0d2595,tunisieannonce,0.0,positive,0.3571,0.0,12.5,normal,[],xlm_roberta_mdeberta_v1,
tunisieannonce_db1d2a04b66a,tunisieannonce,0.0,positive,0.3122,0.25,17.18,normal,['external_contact'],xlm_roberta_mdeberta_v1,
tunisieannonce_0edfe060db84,tunisieannonce,0.0,positive,0.3779,0.25,19.48,normal,['external_contact'],xlm_roberta_mdeberta_v1,
tunisieannonce_0ef318211d40,tunisieannonce,0.0,positive,0.3575,0.25,18.76,normal,['external_contact'],xlm_roberta_mdeberta_v1,
tunisieannonce_0e90bb491bab,tunisieannonce,0.0,positive,0.345,0.25,18.32,normal,['external_contact'],xlm_roberta_mdeberta_v1,
tunisieannonce_0eaf86ad1fa5,tunisieannonce,0.0,positive,0.3305,0.25,17.82,normal,['external_contact'],xlm_roberta_mdeberta_v1,
tunisieannonce_0ee5e6352934,tunisieannonce,0.0,positive,0.3583,0.55,26.29,suspect,"['urgency_detected', 'external_contact']",xlm_roberta_mdeberta_v1,
tunisieannonce_0ff72381b8cd,tunisieannonce,0.0,positive,0.2992,0.25,16.72,normal,['external_contact'],xlm_roberta_mdeberta_v1,
tunisieannonce_0f264139420f,tunisieannonce,0.0,positive,0.3385,0.55,25.6,suspect,"['urgency_detected', 'external_contact']",xlm_roberta_mdeberta_v1,
tunisieannonce_109da333cf6b,tunisieannonce,0.0846,neutral,0.3442,0.45,26.68,suspect,"['external_contact', 'no_images_suspicious']",xlm_roberta_mdeberta_v1,
tunisieannonce_10cfca54a849,tunisieannonce,0.0,positive,0.3895,0.2,18.63,normal,['no_images_suspicious'],xlm_roberta_mdeberta_v1,
tunisieannonce_11c447a1074a,tunisieannonce,0.0,positive,0.3479,0.25,18.43,normal,['external_contact'],xlm_roberta_mdeberta_v1,
tunisieannonce_1129d908500e,tunisieannonce,0.0,positive,0.3337,0.0,11.68,normal,[],xlm_roberta_mdeberta_v1,
tunisieannonce_648527a93d9c,tunisieannonce,0.37,negative,0.3331,0.25,32.71,suspect,['external_contact'],xlm_roberta_mdeberta_v1,
tunisieannonce_1107c586a7ac,tunisieannonce,0.0693,neutral,0.3503,0.25,21.28,suspect,['external_contact'],xlm_roberta_mdeberta_v1,
tunisieannonce_110f7f440743,tunisieannonce,0.2895,negative,0.3138,0.25,28.81,suspect,['external_contact'],xlm_roberta_mdeberta_v1,
tunisieannonce_1194d95765ea,tunisieannonce,0.745,negative,0.3296,0.3,48.84,suspect,"['urgency_detected', 'strong_negative_sentiment']",xlm_roberta_mdeberta_v1,
tunisieannonce_1117f5038cd1,tunisieannonce,0.3008,negative,0.3608,0.25,30.91,suspect,['external_contact'],xlm_roberta_mdeberta_v1,
tunisieannonce_11c03bef8b23,tunisieannonce,0.0,positive,0.3287,0.3,19.0,normal,['urgency_detected'],xlm_roberta_mdeberta_v1,
tunisieannonce_1205996060f2,tunisieannonce,0.4084,negative,0.3497,0.2,33.58,suspect,['no_images_suspicious'],xlm_roberta_mdeberta_v1,
tunisieannonce_128ed2c9c37f,tunisieannonce,0.4925,negative,0.3864,0.55,46.97,suspect,"['urgency_detected', 'external_contact']",xlm_roberta_mdeberta_v1,
tunisieannonce_12cb38d0f798,tunisieannonce,0.0,positive,0.3799,0.3,20.8,normal,['urgency_detected'],xlm_roberta_mdeberta_v1,
tunisieannonce_126eb8547b09,tunisieannonce,0.0,positive,0.3362,0.0,11.77,normal,[],xlm_roberta_mdeberta_v1,
tunisieannonce_12d6de481375,tunisieannonce,0.0847,neutral,0.3402,0.55,29.04,suspect,"['urgency_detected', 'external_contact']",xlm_roberta_mdeberta_v1,
tunisieannonce_652de7231c61,tunisieannonce,0.2907,negative,0.3245,0.25,29.24,suspect,['external_contact'],xlm_roberta_mdeberta_v1,
tunisieannonce_12a9fc7a542b,tunisieannonce,0.0,positive,0.3712,0.0,12.99,normal,[],xlm_roberta_mdeberta_v1,
tunisieannonce_122dd65aae5e,tunisieannonce,0.0,positive,0.2856,0.0,10.0,normal,[],xlm_roberta_mdeberta_v1,
tunisieannonce_1316acbb0b98,tunisieannonce,0.0,positive,0.2984,0.0,10.44,normal,[],xlm_roberta_mdeberta_v1,
tunisieannonce_139042b721fa,tunisieannonce,0.0,positive,0.3037,0.0,10.63,normal,[],xlm_roberta_mdeberta_v1,
tunisieannonce_12eb0752259c,tunisieannonce,0.0,positive,0.3711,0.2,17.99,normal,['no_images_suspicious'],xlm_roberta_mdeberta_v1,
tunisieannonce_145178a3ccfa,tunisieannonce,0.0,positive,0.3167,0.5,23.58,suspect,"['urgency_detected', 'no_images_suspicious']",xlm_roberta_mdeberta_v1,
tunisieannonce_13211e33b977,tunisieannonce,0.3756,negative,0.3768,0.0,28.21,suspect,[],xlm_roberta_mdeberta_v1,
tunisieannonce_13f838802223,tunisieannonce,0.0,positive,0.3594,0.2,17.58,normal,['no_images_suspicious'],xlm_roberta_mdeberta_v1,
tunisieannonce_1422707687ca,tunisieannonce,0.0,positive,0.2899,0.45,21.4,suspect,"['external_contact', 'no_images_suspicious']",xlm_roberta_mdeberta_v1,
tunisieannonce_130b5f496613,tunisieannonce,0.2622,negative,0.369,0.2,28.4,suspect,['no_images_suspicious'],xlm_roberta_mdeberta_v1,
tunisieannonce_13a25a9d7183,tunisieannonce,0.355,negative,0.3454,0.0,26.29,suspect,[],xlm_roberta_mdeberta_v1,
tunisieannonce_14d3d6c34813,tunisieannonce,0.0,positive,0.3351,0.0,11.73,normal,[],xlm_roberta_mdeberta_v1,
tunisieannonce_151ea568d922,tunisieannonce,0.0,positive,0.3083,0.75,29.54,suspect,"['urgency_detected', 'external_contact', 'no_images_suspicious']",xlm_roberta_mdeberta_v1,
tunisieannonce_15177a34f2e2,tunisieannonce,0.0,positive,0.3584,0.2,17.54,normal,['no_images_suspicious'],xlm_roberta_mdeberta_v1,
tunisieannonce_14f241a5ffda,tunisieannonce,0.0,positive,0.3407,0.45,23.17,suspect,"['external_contact', 'no_images_suspicious']",xlm_roberta_mdeberta_v1,
tunisieannonce_15166db1e935,tunisieannonce,0.0,positive,0.3269,0.0,11.44,normal,[],xlm_roberta_mdeberta_v1,
tunisieannonce_14c2014cf693,tunisieannonce,0.3666,negative,0.3651,0.2,32.44,suspect,['no_images_suspicious'],xlm_roberta_mdeberta_v1,
tunisieannonce_1484c3f3a0b2,tunisieannonce,0.0,positive,0.3181,0.0,11.13,normal,[],xlm_roberta_mdeberta_v1,
tunisieannonce_153feb2a0744,tunisieannonce,0.0,positive,0.3028,0.0,10.6,normal,[],xlm_roberta_mdeberta_v1,
tunisieannonce_1563ad69b76c,tunisieannonce,0.4041,negative,0.3251,0.25,33.79,suspect,['external_contact'],xlm_roberta_mdeberta_v1,
tunisieannonce_1540ef867535,tunisieannonce,0.5189,negative,0.3618,0.0,33.42,suspect,[],xlm_roberta_mdeberta_v1,
tunisieannonce_15a51926da91,tunisieannonce,0.0,positive,0.3412,0.0,11.94,normal,[],xlm_roberta_mdeberta_v1,
tunisieannonce_153563eb13f9,tunisieannonce,0.0,positive,0.3915,0.3,21.2,suspect,['urgency_detected'],xlm_roberta_mdeberta_v1,
tunisieannonce_16332bc2660b,tunisieannonce,0.0,positive,0.3545,0.0,12.41,normal,[],xlm_roberta_mdeberta_v1,
tunisieannonce_162f78214c71,tunisieannonce,0.0,positive,0.3576,0.25,18.77,normal,['external_contact'],xlm_roberta_mdeberta_v1,
tunisieannonce_1603b46f7c94,tunisieannonce,0.0,positive,0.4012,0.25,20.29,normal,['external_contact'],xlm_roberta_mdeberta_v1,
tunisieannonce_166425aeeabb,tunisieannonce,0.0796,neutral,0.3116,0.3,21.59,suspect,['urgency_detected'],xlm_roberta_mdeberta_v1,
tunisieannonce_16456a8ce2f4,tunisieannonce,0.0,positive,0.3131,0.2,15.96,normal,['no_images_suspicious'],xlm_roberta_mdeberta_v1,
tunisieannonce_15d2458ccf03,tunisieannonce,0.0,positive,0.3632,0.45,23.96,suspect,"['external_contact', 'no_images_suspicious']",xlm_roberta_mdeberta_v1,
tunisieannonce_16fd3d5fd8d2,tunisieannonce,0.0,positive,0.3237,0.3,18.83,normal,['urgency_detected'],xlm_roberta_mdeberta_v1,
tunisieannonce_169a10994f45,tunisieannonce,0.0,positive,0.3174,0.25,17.36,normal,['external_contact'],xlm_roberta_mdeberta_v1,
tunisieannonce_167c7d7cc654,tunisieannonce,0.0,positive,0.2996,0.55,24.24,suspect,"['urgency_detected', 'external_contact']",xlm_roberta_mdeberta_v1,
tunisieannonce_166ad0db3c18,tunisieannonce,0.0,positive,0.3677,0.0,12.87,normal,[],xlm_roberta_mdeberta_v1,
tunisieannonce_1692bf567567,tunisieannonce,0.0,positive,0.334,0.55,25.44,suspect,"['urgency_detected', 'external_contact']",xlm_roberta_mdeberta_v1,
tunisieannonce_16839c856c97,tunisieannonce,0.0,positive,0.3695,0.25,19.18,normal,['external_contact'],xlm_roberta_mdeberta_v1,
tunisieannonce_652f062cc334,tunisieannonce,0.0,positive,0.3281,0.25,17.73,normal,['external_contact'],xlm_roberta_mdeberta_v1,
tunisieannonce_1723ac816f4d,tunisieannonce,0.5186,negative,0.3692,0.0,33.67,suspect,[],xlm_roberta_mdeberta_v1,
tunisieannonce_16d3a4eb710a,tunisieannonce,0.0,positive,0.3564,0.25,18.72,normal,['external_contact'],xlm_roberta_mdeberta_v1,
tunisieannonce_18147f746ed5,tunisieannonce,0.0,positive,0.2526,0.0,8.84,normal,[],xlm_roberta_mdeberta_v1,
tunisieannonce_1745ab6fe193,tunisieannonce,0.0,positive,0.3514,0.55,26.05,suspect,"['urgency_detected', 'external_contact']",xlm_roberta_mdeberta_v1,
tunisieannonce_17ba8a3cd592,tunisieannonce,0.0,positive,0.3656,0.55,26.55,suspect,"['urgency_detected', 'external_contact']",xlm_roberta_mdeberta_v1,
tunisieannonce_1724d18a05d8,tunisieannonce,0.0,positive,0.369,0.5,25.41,suspect,"['urgency_detected', 'no_images_suspicious']",xlm_roberta_mdeberta_v1,
tunisieannonce_182df7f13060,tunisieannonce,0.0,positive,0.3415,0.0,11.95,normal,[],xlm_roberta_mdeberta_v1,
tunisieannonce_179d9ae759f3,tunisieannonce,0.0,positive,0.3463,0.75,30.87,suspect,"['urgency_detected', 'external_contact', 'no_images_suspicious']",xlm_roberta_mdeberta_v1,
tunisieannonce_17a8a68ade94,tunisieannonce,0.0,positive,0.3629,0.25,18.95,normal,['external_contact'],xlm_roberta_mdeberta_v1,
tunisieannonce_186619cca042,tunisieannonce,0.0,positive,0.372,0.2,18.02,normal,['no_images_suspicious'],xlm_roberta_mdeberta_v1,
tunisieannonce_187bf62b6cd6,tunisieannonce,0.0,positive,0.3121,0.3,18.42,normal,['urgency_detected'],xlm_roberta_mdeberta_v1,
tunisieannonce_186c5471b7e0,tunisieannonce,0.2651,negative,0.3743,0.0,23.7,suspect,[],xlm_roberta_mdeberta_v1,
tunisieannonce_18feefc312a9,tunisieannonce,0.4031,negative,0.3404,0.0,28.04,suspect,[],xlm_roberta_mdeberta_v1,
tunisieannonce_183b4e37c833,tunisieannonce,0.0,positive,0.3739,0.0,13.09,normal,[],xlm_roberta_mdeberta_v1,
tunisieannonce_18bb84f107a6,tunisieannonce,0.0,positive,0.3719,0.25,19.27,normal,['external_contact'],xlm_roberta_mdeberta_v1,
tunisieannonce_187aa99c9ddb,tunisieannonce,0.0,positive,0.3448,0.2,17.07,normal,['no_images_suspicious'],xlm_roberta_mdeberta_v1,
tunisieannonce_19d4182318c6,tunisieannonce,0.0,positive,0.3303,0.25,17.81,normal,['external_contact'],xlm_roberta_mdeberta_v1,
tunisieannonce_18f90e379b8b,tunisieannonce,0.0,positive,0.3523,0.0,12.33,normal,[],xlm_roberta_mdeberta_v1,
tunisieannonce_1903b90db69f,tunisieannonce,0.0,positive,0.367,0.0,12.84,normal,[],xlm_roberta_mdeberta_v1,
tunisieannonce_19024dc4ec3d,tunisieannonce,0.0,positive,0.411,0.25,20.63,normal,['external_contact'],xlm_roberta_mdeberta_v1,
tunisieannonce_18e266a3c2be,tunisieannonce,0.2498,negative,0.3887,0.0,23.6,suspect,[],xlm_roberta_mdeberta_v1,
tunisieannonce_1915bc7428c9,tunisieannonce,0.0,positive,0.3377,0.3,19.32,normal,['urgency_detected'],xlm_roberta_mdeberta_v1,
tunisieannonce_18d9d0ad9b91,tunisieannonce,0.0,positive,0.3612,0.75,31.39,suspect,"['urgency_detected', 'external_contact', 'no_images_suspicious']",xlm_roberta_mdeberta_v1,
tunisieannonce_1a2e69c32212,tunisieannonce,0.0,positive,0.3493,0.3,19.73,normal,['urgency_detected'],xlm_roberta_mdeberta_v1,
tunisieannonce_1a57134492b6,tunisieannonce,0.3139,negative,0.3555,0.75,43.75,suspect,"['urgency_detected', 'external_contact', 'no_images_suspicious']",xlm_roberta_mdeberta_v1,
tunisieannonce_19be7fb7db0b,tunisieannonce,0.0,positive,0.3223,0.55,25.03,suspect,"['urgency_detected', 'external_contact']",xlm_roberta_mdeberta_v1,
